age,daily_screen_time,social_media_hours,study_hours,sleep_hours,notifications_per_day,focus_score,addiction_level,productivity_score
17.0,8.49,4.5,3.05,8.7,214.0,99.36,Medium,11.65
32.0,11.55,6.46,5.88,6.73,95.0,100.0,High,44.84
39.0,3.51,3.12,7.42,7.08,108.0,100.0,Medium,84.77
38.0,6.77,2.39,5.03,8.67,100.0,100.0,Medium,96.75
27.0,8.02,6.84,6.32,8.66,205.0,100.0,High,52.14
21.0,7.82,4.6,1.37,6.86,287.0,92.15,Medium,7.6
39.0,6.01,4.05,1.7,5.49,98.0,100.0,Medium,0.59
18.0,5.38,4.29,4.26,8.99,164.0,100.0,Medium,46.12
27.0,3.27,1.69,1.41,7.4,148.0,100.0,Low,35.76
34.0,,3.3,5.08,6.04,33.0,100.0,Medium,67.83
,3.63,1.98,2.33,6.8,138.0,100.0,Low,29.63
22.0,9.34,4.9,6.33,6.08,21.0,100.0,Medium,35.49
28.0,4.09,3.5,6.46,8.44,23.0,100.0,Medium,78.83
30.0,2.59,2.07,3.71,6.41,263.0,100.0,Medium,28.77
28.0,7.52,2.75,1.45,8.12,85.0,100.0,Medium,38.64
26.0,7.95,2.9,5.17,8.2,265.0,100.0,Medium,76.71
33.0,10.72,5.97,7.94,8.12,109.0,100.0,High,79.28
37.0,7.77,2.79,4.98,7.61,197.0,100.0,Medium,54.58
29.0,5.45,3.66,0.29,8.27,79.0,100.0,Medium,28.8
16.0,10.03,3.87,0.14,5.94,251.0,87.95,Medium,0.0
16.0,,4.54,2.56,4.57,195.0,88.41,Medium,0.0
37.0,2.79,0.85,1.57,8.21,186.0,100.0,Low,58.67
36.0,7.66,3.75,6.5,6.49,217.0,100.0,Medium,57.38
33.0,11.08,7.83,6.76,4.64,79.0,92.88,High,27.38
39.0,5.96,3.52,2.07,4.58,102.0,93.72,Medium,22.53
36.0,4.96,4.4,2.61,4.8,93.0,98.37,Medium,1.12
36.0,3.43,2.83,1.89,7.75,45.0,100.0,Medium,28.32
31.0,3.51,1.81,7.27,7.55,262.0,100.0,Low,82.23
34.0,6.33,2.07,4.02,5.02,135.0,100.0,Medium,42.36
24.0,7.96,6.43,5.25,8.23,199.0,100.0,,29.14
20.0,2.81,2.38,3.32,5.41,281.0,100.0,Medium,36.5
29.0,11.4,9.03,5.05,7.96,133.0,87.02,High,17.66
36.0,9.55,3.6,3.09,,285.0,100.0,Medium,25.76
25.0,7.87,7.07,2.72,7.66,57.0,100.0,High,9.52
19.0,10.28,4.68,5.08,,96.0,100.0,Medium,33.48
15.0,2.8,2.06,4.73,5.74,121.0,100.0,Medium,56.1
22.0,6.77,5.72,2.35,8.21,31.0,100.0,High,1.01
35.0,8.3,3.66,1.19,4.18,68.0,93.81,Medium,11.38
26.0,10.29,8.69,2.95,8.87,273.0,78.18,High,0.0
26.0,9.83,4.77,3.32,7.24,268.0,98.73,Medium,18.02
19.0,4.77,4.23,5.03,6.16,91.0,100.0,Medium,35.18
21.0,11.41,5.35,7.32,7.14,216.0,100.0,High,61.02
18.0,3.24,2.83,0.29,4.61,272.0,95.2,Medium,0.0
20.0,10.75,3.57,1.95,6.57,241.0,95.93,Medium,22.86
27.0,11.71,8.5,1.55,8.93,79.0,94.46,High,0.0
34.0,3.77,2.33,4.02,5.18,176.0,100.0,Medium,43.56
29.0,9.22,5.41,3.44,7.61,221.0,100.0,High,26.8
17.0,2.4,1.04,5.83,6.17,286.0,100.0,Low,80.22
37.0,6.05,4.38,1.94,7.26,54.0,100.0,Medium,25.71
22.0,7.16,2.97,4.76,5.02,274.0,100.0,Medium,31.65
34.0,7.81,,7.07,6.35,42.0,100.0,Medium,62.43
30.0,11.36,5.13,7.29,8.9,184.0,100.0,High,69.8
27.0,8.72,7.62,7.67,4.98,47.0,100.0,High,28.75
32.0,6.81,2.16,6.19,7.18,72.0,100.0,Medium,78.09
24.0,10.1,4.24,7.25,6.88,104.0,100.0,Medium,55.92
33.0,11.51,5.13,1.88,6.83,143.0,89.08,High,9.97
31.0,,1.22,1.58,7.08,226.0,100.0,Low,46.72
38.0,11.83,5.2,0.05,6.51,184.0,81.58,High,0.0
33.0,2.86,1.7,5.65,4.08,66.0,100.0,Low,65.23
37.0,10.14,8.35,7.5,8.5,175.0,100.0,High,48.04
19.0,4.8,3.49,1.5,8.13,285.0,100.0,Medium,18.03
35.0,3.32,2.15,5.1,4.87,298.0,100.0,Medium,70.81
37.0,6.4,2.26,5.97,6.07,24.0,100.0,Medium,69.11
23.0,8.44,6.05,7.42,7.85,101.0,,High,48.85
26.0,5.81,2.32,5.17,8.9,138.0,100.0,Medium,81.13
35.0,2.55,1.97,,8.76,281.0,100.0,Low,100.0
15.0,,,2.76,8.5,144.0,100.0,Medium,25.94
15.0,11.02,6.06,2.8,4.79,234.0,83.21,High,0.0
29.0,5.83,2.97,4.34,8.57,47.0,100.0,Medium,62.77
16.0,4.16,3.39,3.07,8.39,288.0,97.03,Medium,31.24
36.0,6.43,2.42,0.01,5.88,44.0,100.0,Medium,18.0
30.0,2.48,1.59,5.85,5.97,26.0,100.0,Low,67.07
39.0,10.2,3.93,6.01,6.3,213.0,100.0,Medium,51.26
22.0,10.26,7.42,5.98,7.28,99.0,100.0,High,29.66
27.0,7.88,6.64,2.76,5.3,55.0,88.84,High,3.84
35.0,5.53,3.1,4.18,,277.0,97.98,Medium,35.57
15.0,10.0,5.93,2.88,4.71,132.0,88.0,High,5.44
30.0,7.55,6.47,0.13,6.2,221.0,83.53,High,0.0
21.0,10.26,6.29,4.5,5.41,33.0,100.0,High,22.37
19.0,8.31,4.92,0.99,7.82,174.0,93.77,,9.19
36.0,9.84,6.37,0.64,4.53,104.0,83.52,High,0.0
37.0,7.99,5.7,6.04,8.59,159.0,100.0,High,51.21
17.0,6.14,2.24,0.08,8.48,116.0,100.0,Medium,22.04
26.0,11.58,9.18,7.67,8.54,204.0,100.0,High,34.15
30.0,7.41,4.16,4.12,7.7,208.0,100.0,Medium,52.96
33.0,8.05,2.76,7.86,4.53,101.0,100.0,Medium,62.73
19.0,4.2,3.24,0.46,6.19,199.0,88.61,Medium,8.18
36.0,8.26,4.35,4.67,4.66,124.0,96.42,Medium,21.53
39.0,7.72,2.78,2.79,8.94,229.0,100.0,Medium,38.69
28.0,3.85,2.62,6.75,5.67,268.0,100.0,Medium,66.46
19.0,2.6,2.15,2.89,6.93,91.0,100.0,Medium,23.76
29.0,8.04,6.69,2.08,7.9,180.0,85.28,High,0.0
31.0,9.64,8.43,6.86,8.6,152.0,100.0,High,23.59
28.0,7.23,5.93,3.0,7.78,259.0,92.38,High,17.95
34.0,4.27,1.29,0.13,7.37,97.0,100.0,Low,35.16
19.0,8.67,4.58,3.12,6.33,77.0,100.0,Medium,7.94
26.0,2.8,2.22,5.24,7.03,144.0,100.0,Medium,63.69
30.0,6.42,3.34,2.03,4.47,30.0,100.0,Medium,17.78
30.0,3.63,2.4,3.46,8.42,46.0,100.0,Medium,58.82
35.0,3.84,2.55,0.45,6.72,226.0,97.47,Medium,31.01
21.0,4.02,2.09,4.7,4.2,241.0,100.0,Medium,45.59
18.0,5.87,4.95,6.05,8.6,269.0,100.0,Medium,46.55
15.0,2.51,1.51,3.31,6.45,227.0,100.0,Low,53.95
19.0,,3.46,3.36,8.34,128.0,100.0,Medium,59.69
37.0,7.12,6.4,0.71,8.28,80.0,98.26,High,0.0
24.0,6.83,4.07,1.62,8.08,141.0,100.0,Medium,25.15
36.0,5.83,2.37,1.24,4.31,258.0,98.71,Medium,7.54
19.0,10.39,6.32,3.85,5.24,125.0,81.21,High,0.86
18.0,3.45,2.72,4.23,8.38,298.0,100.0,Medium,47.11
16.0,7.06,5.41,7.59,8.49,55.0,100.0,High,89.34
34.0,2.62,2.03,0.59,6.29,57.0,100.0,Medium,
24.0,2.71,1.96,4.8,6.2,91.0,100.0,Low,64.84
33.0,7.74,3.5,4.21,4.88,75.0,100.0,Medium,21.33
15.0,7.66,6.26,4.13,8.84,186.0,100.0,High,36.58
38.0,10.78,9.01,6.99,5.07,240.0,85.2,High,27.13
19.0,7.58,3.16,1.64,4.95,95.0,100.0,,0.0
27.0,11.6,4.39,0.33,7.3,229.0,97.58,Medium,0.0
18.0,2.49,2.2,5.38,5.21,230.0,100.0,Medium,65.43
30.0,2.98,2.45,2.76,8.69,247.0,100.0,Medium,52.77
38.0,2.44,2.04,0.14,4.05,244.0,93.0,Medium,4.41
30.0,3.85,3.2,2.01,4.03,273.0,98.55,Medium,6.9
37.0,7.41,4.63,2.47,6.52,175.0,92.71,Medium,25.87
16.0,8.46,5.82,4.93,6.44,168.0,98.12,High,31.51
31.0,2.46,1.54,,4.82,298.0,100.0,Low,22.17
34.0,,3.79,3.3,,250.0,100.0,Medium,30.96
38.0,10.42,7.79,3.86,6.06,209.0,87.59,High,0.0
26.0,4.97,3.0,3.67,8.45,244.0,100.0,Medium,38.41
32.0,2.77,1.91,7.79,4.05,84.0,100.0,Low,65.83
17.0,3.7,2.23,0.36,8.88,127.0,100.0,Medium,22.53
15.0,3.27,1.95,7.61,7.12,99.0,100.0,Low,100.0
15.0,3.23,1.3,4.66,4.76,152.0,100.0,Low,58.83
33.0,7.19,3.36,6.37,4.23,193.0,100.0,Medium,51.86
25.0,4.46,1.76,3.44,6.69,83.0,100.0,Low,64.87
19.0,5.58,2.33,3.63,5.17,229.0,100.0,Medium,33.61
26.0,11.9,10.52,7.03,5.51,117.0,83.1,High,15.77
17.0,8.84,3.46,7.17,5.23,191.0,100.0,Medium,61.03
15.0,11.49,,1.91,7.25,108.0,96.65,High,0.0
,3.43,2.24,1.59,6.77,245.0,100.0,Medium,16.95
22.0,5.82,3.88,3.97,4.39,162.0,,Medium,17.96
24.0,7.55,2.96,7.2,6.63,215.0,100.0,Medium,60.8
25.0,2.77,2.15,2.58,7.96,198.0,100.0,Medium,40.94
26.0,2.04,1.57,5.22,4.41,73.0,100.0,,52.08
27.0,8.7,3.85,5.67,8.45,215.0,100.0,Medium,76.67
26.0,8.42,3.98,6.23,6.89,236.0,100.0,Medium,55.49
28.0,6.11,5.27,4.51,8.75,44.0,100.0,High,37.0
16.0,,5.49,3.22,4.74,86.0,97.72,High,0.0
33.0,6.15,4.42,7.74,8.97,182.0,100.0,Medium,70.21
32.0,2.24,0.78,4.89,7.22,131.0,100.0,Low,83.61
17.0,5.35,2.95,5.83,6.84,225.0,100.0,Medium,71.8
37.0,,2.4,2.76,6.58,156.0,99.62,Medium,16.65
31.0,2.98,1.23,5.36,4.12,298.0,100.0,Low,77.05
22.0,11.57,6.58,2.06,8.7,184.0,88.11,High,6.71
24.0,7.99,5.28,1.96,7.22,290.0,86.57,High,14.98
,9.29,4.61,5.72,4.46,247.0,100.0,Medium,27.19
33.0,5.15,3.96,4.17,4.1,146.0,98.47,Medium,16.3
23.0,5.93,4.77,5.47,4.25,289.0,95.86,Medium,26.64
21.0,,2.16,2.16,7.05,267.0,100.0,Medium,35.31
18.0,2.97,2.39,4.79,7.07,55.0,100.0,Medium,64.67
35.0,3.79,1.37,3.55,6.5,174.0,100.0,Low,63.51
32.0,9.98,8.01,4.78,5.53,164.0,74.67,High,0.0
27.0,8.78,3.44,2.33,6.66,279.0,100.0,Medium,29.78
25.0,7.47,,5.72,6.58,38.0,100.0,Medium,73.22
38.0,6.75,,6.45,4.1,77.0,100.0,Medium,48.85
18.0,11.22,6.54,2.08,,282.0,76.04,High,0.0
39.0,2.73,2.31,2.4,4.27,55.0,100.0,Medium,17.24
35.0,4.81,2.49,5.29,8.5,230.0,100.0,Medium,74.96
39.0,5.5,2.6,5.56,7.63,167.0,100.0,Medium,43.38
18.0,9.82,5.9,5.63,8.98,121.0,100.0,High,31.4
24.0,11.93,6.84,5.46,5.51,95.0,100.0,High,29.18
19.0,4.41,2.23,3.14,8.39,87.0,100.0,Medium,58.52
23.0,10.74,7.69,3.16,7.02,85.0,90.54,High,0.0
38.0,10.31,7.79,2.04,6.27,241.0,73.16,High,0.0
17.0,4.25,3.45,1.25,5.11,170.0,99.13,Medium,14.86
31.0,5.99,5.29,5.54,7.69,293.0,100.0,High,51.61
17.0,6.1,2.81,0.75,8.52,297.0,93.9,Medium,15.31
30.0,11.78,8.6,7.5,5.18,87.0,97.78,High,17.21
18.0,3.81,2.04,6.61,4.88,254.0,100.0,Medium,81.31
32.0,9.99,7.06,6.86,7.48,222.0,97.44,High,29.99
31.0,5.34,3.13,7.25,8.88,252.0,100.0,Medium,91.06
21.0,9.31,8.34,3.27,7.75,182.0,83.54,High,11.27
38.0,6.2,4.57,6.77,5.42,117.0,100.0,Medium,54.66
37.0,7.78,6.78,1.26,6.1,28.0,86.98,High,0.0
19.0,10.33,8.27,0.17,5.92,268.0,65.52,High,0.0
26.0,10.04,8.45,6.28,8.26,246.0,91.77,High,29.74
31.0,10.66,8.41,0.6,7.86,260.0,70.06,High,0.0
37.0,2.6,1.5,7.91,6.94,94.0,100.0,Low,100.0
27.0,8.92,4.02,5.4,5.37,36.0,100.0,Medium,27.35
37.0,3.4,1.78,6.03,8.69,70.0,100.0,Low,70.64
,6.16,1.92,1.97,7.27,247.0,100.0,Low,34.59
17.0,7.49,4.6,5.39,8.85,213.0,100.0,,63.36
23.0,6.03,3.64,0.35,6.9,299.0,90.21,Medium,0.0
31.0,7.2,4.43,,8.11,257.0,100.0,Medium,74.91
31.0,11.97,10.59,1.36,8.07,290.0,57.26,High,
34.0,3.35,2.84,5.58,5.69,176.0,100.0,,78.03
30.0,8.75,3.47,1.8,8.82,273.0,91.87,Medium,12.84
39.0,5.96,3.11,0.55,4.11,137.0,96.55,Medium,0.0
36.0,3.33,1.85,3.85,7.84,69.0,100.0,Low,74.34
27.0,3.59,,1.35,8.83,297.0,100.0,Low,31.36
33.0,11.49,8.95,5.84,5.69,71.0,90.84,High,22.62
31.0,10.8,6.64,1.9,,200.0,81.12,High,0.0
18.0,11.07,7.12,2.74,6.81,50.0,95.77,High,0.0
26.0,11.92,9.68,4.54,7.81,265.0,76.93,High,5.04
23.0,4.08,3.2,2.28,8.33,,100.0,Medium,21.2
,5.55,2.11,3.02,7.02,50.0,100.0,Medium,34.79
26.0,8.69,6.33,6.52,8.08,121.0,100.0,High,50.22
23.0,6.84,3.84,1.43,5.56,249.0,95.41,Medium,17.09
21.0,6.18,2.95,0.66,5.14,116.0,100.0,Medium,8.89
28.0,5.58,1.84,2.63,6.15,86.0,100.0,Low,37.67
34.0,7.94,4.7,3.4,7.39,211.0,100.0,Medium,28.67
33.0,7.76,3.98,4.34,4.94,230.0,97.08,Medium,11.96
29.0,3.61,1.63,2.98,7.4,156.0,100.0,Low,43.28
30.0,,4.82,6.32,5.97,203.0,100.0,Medium,52.81
35.0,7.53,5.74,0.31,7.98,75.0,91.3,High,0.0
19.0,7.7,3.44,3.45,4.18,269.0,94.22,Medium,25.93
17.0,4.1,1.35,3.06,7.34,79.0,100.0,Low,61.14
26.0,9.42,7.62,5.18,7.25,147.0,95.33,High,
39.0,2.25,0.69,7.73,8.7,224.0,100.0,Low,83.42
34.0,5.55,4.79,4.08,7.57,233.0,100.0,Medium,36.7
35.0,9.8,6.63,7.9,7.98,146.0,100.0,High,56.61
18.0,7.64,3.77,2.42,8.52,91.0,100.0,Medium,30.04
35.0,4.61,2.06,0.25,7.38,235.0,100.0,Medium,12.15
37.0,8.95,2.73,1.33,5.45,109.0,100.0,Medium,18.36
30.0,7.67,3.38,3.16,8.35,,100.0,Medium,24.05
39.0,9.96,3.81,2.53,7.74,252.0,100.0,Medium,8.8
21.0,9.35,6.24,0.78,6.12,82.0,89.82,High,0.0
27.0,8.1,3.24,3.46,7.55,266.0,100.0,Medium,47.65
35.0,6.88,4.25,2.7,8.34,154.0,100.0,Medium,25.71
24.0,3.33,2.18,0.98,8.88,21.0,100.0,Medium,41.18
21.0,4.61,2.21,2.37,8.76,180.0,100.0,Medium,49.22
28.0,6.19,1.99,7.09,5.63,159.0,100.0,Low,82.33
19.0,7.99,2.58,2.42,6.11,221.0,100.0,Medium,32.75
17.0,7.14,2.25,5.71,4.55,144.0,100.0,Medium,52.31
37.0,4.88,3.63,4.9,5.24,101.0,100.0,Medium,49.82
,2.06,1.01,3.42,8.41,183.0,100.0,Low,66.5
25.0,6.96,5.41,,5.8,259.0,81.08,High,0.0
32.0,4.86,2.72,2.95,7.1,232.0,100.0,Medium,36.87
29.0,9.35,5.35,4.74,7.33,168.0,100.0,High,34.72
26.0,2.24,1.36,2.81,7.91,91.0,100.0,,58.67
23.0,7.85,5.71,1.72,4.91,122.0,87.75,High,0.0
24.0,11.41,5.3,0.93,5.52,202.0,85.38,High,0.0
26.0,3.74,1.39,7.04,6.24,203.0,100.0,Low,99.95
,6.72,4.26,3.52,5.82,32.0,100.0,Medium,35.34
20.0,2.91,1.44,5.0,8.91,251.0,100.0,,75.91
21.0,8.26,4.67,3.92,8.17,169.0,100.0,Medium,26.43
28.0,7.51,5.17,6.98,6.4,282.0,100.0,High,53.19
27.0,6.07,3.62,4.38,8.4,43.0,100.0,Medium,47.02
22.0,7.21,4.85,3.85,5.74,208.0,93.22,,5.63
24.0,10.97,6.87,7.4,7.93,152.0,100.0,High,50.06
23.0,3.96,2.95,5.76,5.12,69.0,100.0,Medium,54.08
32.0,2.23,1.61,0.89,7.86,202.0,100.0,Low,39.56
16.0,10.62,6.59,1.42,6.28,45.0,84.18,High,1.27
19.0,7.77,5.5,6.3,4.54,157.0,100.0,High,43.68
19.0,10.91,8.99,6.69,5.37,30.0,89.29,High,20.05
20.0,7.97,4.46,4.36,6.01,121.0,100.0,Medium,33.6
33.0,10.1,5.53,4.44,7.75,30.0,100.0,High,43.56
22.0,6.3,4.78,5.06,4.36,131.0,100.0,Medium,36.66
30.0,9.5,6.17,3.51,7.3,113.0,100.0,High,22.41
27.0,11.13,3.81,5.44,7.58,279.0,100.0,Medium,58.54
15.0,7.72,6.45,0.87,7.27,277.0,74.73,High,0.0
36.0,3.81,1.21,7.69,7.8,186.0,100.0,Low,97.82
34.0,4.69,3.51,6.0,4.89,228.0,100.0,Medium,27.33
31.0,3.99,3.01,5.05,6.94,64.0,100.0,Medium,55.8
21.0,4.47,3.9,2.53,8.71,224.0,,Medium,23.7
39.0,5.06,1.68,1.29,7.05,61.0,100.0,Low,33.85
27.0,7.55,4.97,3.27,7.06,119.0,100.0,Medium,17.91
18.0,7.88,4.39,5.29,7.68,291.0,100.0,Medium,48.82
18.0,6.26,3.12,5.07,5.67,25.0,100.0,Medium,34.69
20.0,8.15,2.89,3.06,7.5,,100.0,Medium,33.51
33.0,2.82,1.8,4.91,8.58,272.0,100.0,Low,62.29
26.0,2.88,1.69,6.51,4.05,95.0,100.0,Low,58.48
36.0,3.72,1.35,0.21,8.35,61.0,100.0,Low,62.4
21.0,7.18,4.79,3.6,5.09,287.0,93.66,Medium,0.0
24.0,4.14,3.08,6.07,6.28,236.0,100.0,Medium,67.13
33.0,4.83,3.67,4.37,8.26,83.0,100.0,Medium,63.11
21.0,6.0,5.06,5.21,8.12,198.0,100.0,High,41.87
17.0,10.12,5.52,4.13,8.46,48.0,100.0,High,41.32
27.0,2.14,1.87,7.93,8.7,294.0,100.0,Low,100.0
,8.49,6.96,0.44,6.24,235.0,73.64,High,0.0
32.0,8.69,4.15,3.93,7.28,73.0,100.0,Medium,22.65
34.0,9.99,3.95,0.73,5.95,99.0,100.0,Medium,6.55
22.0,11.33,6.36,1.28,5.75,213.0,69.86,High,0.0
23.0,2.2,1.19,3.06,6.16,219.0,100.0,Low,65.95
21.0,3.54,2.28,1.24,7.72,32.0,100.0,Medium,18.01
15.0,10.86,7.06,7.71,6.51,241.0,99.16,High,44.22
17.0,6.59,4.94,7.57,8.07,212.0,100.0,Medium,69.89
27.0,7.65,4.64,2.69,7.73,259.0,100.0,Medium,19.66
39.0,8.63,3.13,5.12,4.1,289.0,100.0,Medium,21.26
31.0,8.79,7.16,4.27,7.15,118.0,100.0,High,28.65
39.0,11.32,5.5,6.52,6.18,239.0,100.0,High,54.9
38.0,11.97,10.57,5.02,6.28,123.0,80.79,High,0.0
15.0,9.2,3.41,0.0,8.09,84.0,94.63,Medium,6.4
20.0,4.87,4.26,6.11,6.74,164.0,100.0,Medium,53.64
35.0,10.8,3.83,5.97,8.43,57.0,100.0,Medium,66.64
20.0,2.49,1.09,4.08,7.56,,100.0,Low,54.56
26.0,4.31,1.41,7.22,6.76,256.0,100.0,Low,94.05
27.0,10.97,7.93,7.27,7.77,145.0,100.0,High,44.0
27.0,4.56,3.69,4.19,4.19,104.0,100.0,Medium,37.08
29.0,4.21,2.36,4.86,4.14,256.0,100.0,Medium,45.33
35.0,3.38,2.9,7.97,4.42,265.0,100.0,Medium,60.6
30.0,10.59,6.93,2.39,6.19,285.0,79.39,High,0.0
36.0,7.0,4.75,2.6,5.18,268.0,95.82,Medium,19.0
35.0,8.75,7.06,1.46,8.92,224.0,88.46,High,1.6
25.0,4.39,2.1,7.17,6.71,247.0,100.0,Medium,77.24
19.0,9.58,4.91,5.96,,259.0,100.0,Medium,54.7
18.0,9.6,8.1,0.85,5.39,92.0,79.54,High,0.0
17.0,5.13,4.31,7.85,5.61,178.0,100.0,Medium,77.59
33.0,6.11,5.41,5.85,5.68,231.0,100.0,High,23.11
34.0,4.1,3.45,6.8,,155.0,100.0,,75.17
39.0,11.77,4.43,0.39,6.37,183.0,88.78,Medium,0.0
32.0,8.46,6.72,4.04,6.59,156.0,89.01,High,15.04
29.0,11.35,6.2,5.59,6.96,190.0,99.49,High,41.91
23.0,5.03,4.5,4.34,7.84,171.0,100.0,Medium,51.48
31.0,9.82,5.73,5.33,4.45,184.0,99.85,High,20.07
28.0,9.66,6.11,6.54,7.88,123.0,100.0,High,32.32
29.0,8.92,5.51,2.99,6.82,241.0,98.43,High,0.0
15.0,11.66,5.75,6.79,7.35,,100.0,High,50.39
35.0,5.94,2.05,1.3,5.64,239.0,100.0,Medium,17.97
36.0,3.31,2.77,2.17,6.05,192.0,100.0,Medium,27.78
36.0,8.72,6.82,0.35,5.16,115.0,81.81,High,0.0
17.0,9.29,3.56,2.92,8.9,71.0,100.0,Medium,52.0
30.0,7.75,5.94,3.04,6.49,113.0,92.8,High,29.96
37.0,4.07,,6.44,8.98,83.0,100.0,Medium,85.77
39.0,7.04,3.84,5.23,6.45,40.0,100.0,Medium,56.24
25.0,5.12,2.32,3.49,5.1,125.0,100.0,Medium,30.44
26.0,6.27,5.12,5.22,6.54,219.0,100.0,High,37.92
24.0,8.45,6.08,0.42,4.2,119.0,77.27,High,0.0
30.0,9.45,5.94,1.44,8.52,46.0,100.0,High,9.64
22.0,4.32,2.88,5.02,8.09,264.0,100.0,Medium,52.18
20.0,6.05,2.15,5.13,7.63,82.0,100.0,Medium,71.44
26.0,4.69,2.74,6.19,7.05,57.0,100.0,Medium,74.44
38.0,3.99,1.66,3.22,6.9,146.0,100.0,Low,52.21
35.0,9.83,4.18,5.78,8.98,90.0,100.0,Medium,62.55
22.0,11.09,7.73,5.47,5.39,153.0,91.2,High,
18.0,5.7,4.83,7.71,7.9,272.0,100.0,Medium,91.57
22.0,9.51,5.16,1.72,6.91,32.0,99.04,High,10.06
32.0,10.97,4.66,4.41,8.88,193.0,100.0,Medium,56.14
19.0,10.46,7.21,4.81,8.14,109.0,99.9,High,42.1
,3.83,3.15,7.99,8.99,226.0,100.0,Medium,78.34
18.0,11.56,8.66,1.61,6.94,81.0,74.31,High,0.0
36.0,5.77,4.74,4.19,5.02,58.0,98.19,Medium,25.8
31.0,5.39,3.35,2.77,6.52,79.0,100.0,Medium,51.27
23.0,2.62,1.97,4.21,7.56,124.0,100.0,Low,79.25
15.0,6.86,2.63,1.86,7.87,258.0,100.0,Medium,14.63
35.0,3.09,1.57,0.38,,146.0,95.16,Low,0.0
34.0,4.49,2.4,4.58,6.53,102.0,100.0,Medium,68.44
27.0,5.17,3.14,2.69,5.18,239.0,92.12,Medium,15.29
30.0,10.09,8.65,1.46,8.37,124.0,79.93,High,0.0
27.0,10.75,8.86,2.59,4.76,93.0,75.8,High,0.0
28.0,5.02,1.91,0.39,7.33,154.0,100.0,Low,9.94
17.0,10.59,4.27,7.6,5.33,81.0,100.0,Medium,79.1
20.0,10.57,5.44,4.65,5.78,20.0,100.0,High,24.01
32.0,9.65,4.58,6.52,8.7,98.0,100.0,Medium,67.82
33.0,3.47,2.32,3.38,5.2,84.0,100.0,Medium,27.37
19.0,8.9,7.49,7.23,4.48,202.0,94.78,High,17.61
29.0,11.45,10.05,3.87,4.35,85.0,78.31,High,
39.0,8.83,6.11,4.59,6.52,227.0,93.03,High,13.3
,5.32,4.27,3.93,7.21,73.0,100.0,Medium,54.08
24.0,7.01,4.31,5.87,5.64,240.0,100.0,Medium,52.11
38.0,8.46,3.6,4.53,7.45,255.0,100.0,Medium,54.03
32.0,7.11,4.37,2.17,4.31,119.0,98.12,Medium,1.79
27.0,3.2,2.03,1.16,8.29,122.0,100.0,Medium,30.5
19.0,5.12,3.82,4.85,8.08,201.0,100.0,Medium,56.75
37.0,10.02,4.33,3.91,8.93,127.0,100.0,Medium,18.26
38.0,10.61,5.53,0.77,8.68,31.0,89.33,High,1.38
15.0,3.37,1.75,,5.78,105.0,100.0,Low,25.15
36.0,11.52,10.09,4.12,6.0,233.0,67.05,High,0.0
15.0,5.29,3.0,6.62,7.73,63.0,100.0,Medium,67.39
32.0,8.62,6.49,0.61,4.67,97.0,79.03,High,0.0
29.0,9.52,7.14,2.79,5.57,74.0,90.76,High,0.0
31.0,10.12,4.65,6.58,4.59,291.0,100.0,Medium,57.09
25.0,11.46,7.37,5.19,6.27,90.0,100.0,High,44.2
35.0,5.13,4.29,2.32,6.76,87.0,100.0,Medium,29.24
39.0,10.59,6.2,6.76,5.06,199.0,100.0,High,47.06
36.0,3.32,2.88,3.95,4.13,193.0,100.0,Medium,30.89
31.0,9.05,3.88,3.99,7.6,188.0,100.0,Medium,34.94
,9.42,3.25,7.81,4.1,280.0,100.0,Medium,44.93
15.0,8.78,7.33,7.58,8.87,144.0,100.0,High,59.01
16.0,4.52,3.65,2.87,5.11,150.0,98.76,Medium,17.54
23.0,10.73,9.61,1.12,7.32,253.0,57.25,High,0.0
17.0,3.69,2.61,2.61,6.17,173.0,100.0,Medium,23.77
15.0,2.54,2.19,0.24,4.3,144.0,95.53,Medium,0.0
35.0,9.17,7.3,0.17,6.36,119.0,76.95,High,0.0
30.0,6.75,5.44,3.16,6.58,72.0,96.57,High,34.14
37.0,10.49,6.73,7.53,8.27,147.0,100.0,High,77.75
20.0,5.83,3.09,6.97,7.66,33.0,100.0,Medium,66.57
31.0,3.68,,,4.4,24.0,100.0,Medium,30.12
19.0,10.36,5.79,4.52,5.05,269.0,92.17,High,0.0
19.0,7.49,4.67,0.05,5.56,46.0,89.67,Medium,0.0
20.0,3.89,2.21,1.72,4.58,144.0,100.0,Medium,18.97
17.0,9.2,5.88,0.2,6.28,48.0,89.12,High,0.0
35.0,7.11,4.14,6.04,8.92,22.0,100.0,Medium,66.18
37.0,8.04,2.64,1.17,6.57,247.0,94.57,Medium,18.47
19.0,6.61,5.48,6.95,7.71,156.0,100.0,High,66.04
35.0,10.29,5.83,5.15,7.41,276.0,100.0,High,40.57
19.0,10.3,6.73,1.84,8.25,259.0,89.12,High,10.24
24.0,9.09,3.49,1.26,5.08,298.0,92.59,Medium,0.0
24.0,3.05,0.92,5.02,7.77,179.0,100.0,Low,70.47
33.0,10.39,4.65,7.21,8.41,,100.0,Medium,85.73
31.0,8.71,6.3,5.75,4.86,162.0,94.45,High,20.92
35.0,8.97,3.22,2.79,5.73,200.0,100.0,Medium,22.65
28.0,5.63,4.76,4.7,8.85,49.0,100.0,Medium,46.22
